User ID Date Description Credit (Rs.) Debit (Rs.) Balance (Rs.)
"IN04 0001 2345 6789 03/01/2024 Uber Ride 461.64 44,738.36"
"IN04 0006 7890 1234 28/01/2024 UPI Payment 1,365.67 2,792.41"
"IN04 0006 7890 1234 28/01/2024 Zomato Order 334.43 2,457.98"
"IN04 0006 7890 1234 29/01/2024 Term Plan 149.62 2,308.36"
"IN04 0006 7890 1234 29/01/2024 Broadband Bill 1,242.42 1,065.94"
"IN04 0006 7890 1234 01/02/2024 Refund - Amazon 598.48 1,664.42"
"IN04 0006 7890 1234 01/02/2024 Pharmacy Purchase 223.93 1,440.49"
"IN04 0006 7890 1234 02/02/2024 Hospital Bill 192.88 1,247.61"
"IN04 0006 7890 1234 02/02/2024 Flipkart Order 100.50 1,147.11"
IN04 0006 7890 1234 02/02/2024 UPI Received 166.49 980.62
IN04 0006 7890 1234 03/02/2024 UPI Received 120.19 860.43
IN04 0006 7890 1234 04/02/2024 Ola Ride 109.31 751.12
IN04 0006 7890 1234 04/02/2024 Myntra Order 213.40 537.72
IN04 0006 7890 1234 04/02/2024 ATM Withdrawal 51.16 486.56
IN04 0006 7890 1234 05/02/2024 Zomato Order 111.77 374.79
IN04 0006 7890 1234 05/02/2024 Metro Card Recharge 64.44 310.35
IN04 0006 7890 1234 05/02/2024 Myntra Order 137.72 172.63
IN04 0006 7890 1234 06/02/2024 Loan Repayment 143.14 29.49
IN04 0006 7890 1234 06/02/2024 Insurance Premium 53.04 -23.55
IN04 0006 7890 1234 07/02/2024 Airport Cab 106.38 -129.93
IN04 0006 7890 1234 07/02/2024 Loan Repayment 56.29 -186.22
IN04 0006 7890 1234 08/02/2024 Cash Deposit 110.37 -296.59
IN04 0006 7890 1234 10/02/2024 Mutual Fund SIP 40.88 -337.47
IN04 0006 7890 1234 11/02/2024 Gas Bill 118.88 -456.35
IN04 0006 7890 1234 11/02/2024 FD Opening 163.30 -619.65
IN04 0006 7890 1234 11/02/2024 Myntra Order 7.64 -627.29
"IN04 0006 7890 1234 12/02/2024 Rental Income 8,986.78 8,359.49"
"IN04 0006 7890 1234 12/02/2024 Lab Test 2,046.47 6,313.02"
"IN04 0006 7890 1234 12/02/2024 Cash Deposit 405.94 5,907.08"
"IN04 0006 7890 1234 13/02/2024 Metro Card Recharge 571.10 5,335.98"
"IN04 0006 7890 1234 13/02/2024 Health Insurance 375.34 4,960.64"
"IN04 0006 7890 1234 16/02/2024 Flipkart Order 1,904.78 3,055.86"
"IN04 0006 7890 1234 18/02/2024 Ola Ride 1,619.79 1,436.07"
"IN04 0006 7890 1234 18/02/2024 Hospital Bill 214.71 1,221.36"
"IN04 0006 7890 1234 19/02/2024 Airport Cab 210.51 1,010.85"
"IN04 0006 7890 1234 19/02/2024 Cashback Credit 2,501.10 3,511.95"
"IN04 0006 7890 1234 19/02/2024 Water Bill 1,803.40 1,708.55"
"IN04 0006 7890 1234 20/02/2024 Postpaid Bill 502.46 1,206.09"
IN04 0006 7890 1234 20/02/2024 Swiggy Order 527.89 678.20
IN04 0006 7890 1234 21/02/2024 Broadband Bill 174.62 503.58
IN04 0006 7890 1234 21/02/2024 Gas Bill 66.84 436.74
IN04 0006 7890 1234 21/02/2024 Prime Video 297.71 139.03
IN04 0006 7890 1234 23/02/2024 IRCTC Ticket 202.08 -63.05
IN04 0006 7890 1234 23/02/2024 Refund - Amazon 895.09 832.04
IN04 0006 7890 1234 23/02/2024 EMI Debit 235.81 596.23
IN04 0006 7890 1234 25/02/2024 Life Insurance 48.40 547.83
IN04 0006 7890 1234 25/02/2024 Cafe Coffee Day 92.62 455.21
IN04 0006 7890 1234 25/02/2024 Bus Pass 176.21 279.00
IN04 0006 7890 1234 28/02/2024 Credit Card Payment 117.18 161.82
IN04 0006 7890 1234 28/02/2024 Hotstar 110.52 51.30
IN04 0006 7890 1234 29/02/2024 Mutual Fund SIP 69.78 -18.48
IN04 0006 7890 1234 29/02/2024 Hotstar 171.90 -190.38
IN04 0006 7890 1234 01/03/2024 Myntra Order 138.84 -329.22
IN04 0006 7890 1234 01/03/2024 Zomato Order 156.23 -485.45
IN04 0006 7890 1234 01/03/2024 ATM Withdrawal -8.40 -477.05
IN04 0006 7890 1234 02/03/2024 Spotify Premium 22.98 -500.03
IN04 0006 7890 1234 02/03/2024 Flight Ticket - IndiGo 151.66 -651.69
IN04 0006 7890 1234 02/03/2024 Cash Deposit 143.87 -795.56
IN04 0006 7890 1234 03/03/2024 Lab Test 44.52 -840.08
IN04 0006 7890 1234 04/03/2024 Lab Test 78.10 -918.18
IN04 0006 7890 1234 04/03/2024 Broadband Bill -12.55 -905.63
"IN04 0006 7890 1234 04/03/2024 Loan Repayment 115.30 -1,020.93"
"IN04 0006 7890 1234 05/03/2024 Pharmacy Purchase 53.75 -1,074.68"
"IN04 0006 7890 1234 05/03/2024 ATM Withdrawal -15.19 -1,059.49"
"IN04 0006 7890 1234 06/03/2024 NEFT Inward 26,639.95 25,580.46"
"IN04 0006 7890 1234 06/03/2024 Pharmacy Purchase 16,015.72 9,564.74"
"IN04 0006 7890 1234 08/03/2024 Zomato Order 764.90 8,799.84"
"IN04 0006 7890 1234 08/03/2024 UPI Payment 2,317.09 11,116.93"
"IN04 0006 7890 1234 08/03/2024 IRCTC Ticket 565.97 10,550.96"
"IN04 0006 7890 1234 09/03/2024 Gas Bill 4,405.74 6,145.22"
"IN04 0006 7890 1234 09/03/2024 Credit Card Payment 463.35 5,681.87"
"IN04 0006 7890 1234 10/03/2024 Myntra Order 2,311.13 3,370.74"
"IN04 0006 7890 1234 11/03/2024 Bus Booking 233.79 3,136.95"
"IN04 0006 7890 1234 13/03/2024 Cashback Credit 1,281.21 4,418.16"
"IN04 0006 7890 1234 13/03/2024 Cash Deposit 414.62 4,003.54"
"IN04 0006 7890 1234 13/03/2024 Myntra Order 323.61 3,679.93"
"IN04 0006 7890 1234 14/03/2024 UPI Received 27,221.14 30,901.07"
"IN04 0006 7890 1234 15/03/2024 ATM Withdrawal 5,375.40 25,525.67"
"IN04 0006 7890 1234 16/03/2024 Freelance Payment 27,579.67 53,105.34"
"IN04 0006 7890 1234 16/03/2024 Myntra Order 8,586.64 44,518.70"
"IN04 0006 7890 1234 16/03/2024 Cash Deposit 11,143.70 33,375.00"
"IN04 0006 7890 1234 17/03/2024 Loan Repayment 3,785.23 29,589.77"
"IN04 0006 7890 1234 17/03/2024 Bonus Credit 57,060.00 86,649.77"
"IN04 0006 7890 1234 17/03/2024 Rental Income 40,128.42 126,778.19"
"IN04 0006 7890 1234 18/03/2024 RD Installment 48,091.62 78,686.57"
"IN04 0006 7890 1234 18/03/2024 Mutual Fund SIP 45,671.64 33,014.93"
"IN04 0006 7890 1234 18/03/2024 Restaurant Bill 294.00 32,720.93"
"IN04 0006 7890 1234 19/03/2024 IMPS Transfer 1,716.94 31,003.99"
"IN04 0006 7890 1234 20/03/2024 Restaurant Bill 384.76 30,619.23"
"IN04 0006 7890 1234 20/03/2024 ATM Withdrawal 9,524.75 21,094.48"
"IN04 0006 7890 1234 21/03/2024 Insurance Premium 1,727.56 19,366.92"
"IN04 0006 7890 1234 21/03/2024 Pharmacy Purchase 6,736.32 12,630.60"
"IN04 0006 7890 1234 21/03/2024 Myntra Order 8,568.56 4,062.04"
"IN04 0006 7890 1234 22/03/2024 Insurance Premium 2,260.92 1,801.12"
"IN04 0006 7890 1234 22/03/2024 NEFT Inward 29,626.66 31,427.78"
"IN04 0006 7890 1234 23/03/2024 Freelance Payment 47,153.69 78,581.47"
"IN04 0006 7890 1234 24/03/2024 Water Bill 4,485.76 74,095.71"
"IN04 0006 7890 1234 24/03/2024 ATM Withdrawal 6,367.40 67,728.31"
"IN04 0006 7890 1234 24/03/2024 Pharmacy Purchase 16,131.78 51,596.53"
"IN04 0006 7890 1234 25/03/2024 Amazon Purchase 200.53 51,396.00"
"IN04 0006 7890 1234 28/03/2024 Ola Ride 1,447.54 49,948.46"
"IN04 0006 7890 1234 29/03/2024 Flight Ticket - IndiGo 27,803.52 22,144.94"
"IN04 0006 7890 1234 29/03/2024 Gym Membership 9,726.02 12,418.92"
"IN04 0006 7890 1234 29/03/2024 Water Bill 4,224.43 8,194.49"
"IN04 0006 7890 1234 30/03/2024 Term Plan 536.98 7,657.51"
"IN04 0006 7890 1234 30/03/2024 Hotel Booking 427.99 7,229.52"
"IN04 0006 7890 1234 31/03/2024 DTH Recharge 3,734.16 3,495.36"
"IN04 0006 7890 1234 01/04/2024 RD Installment 311.60 3,183.76"
"IN04 0006 7890 1234 02/04/2024 BookMyShow 647.06 2,536.70"
"IN04 0006 7890 1234 02/04/2024 Mobile Recharge 749.01 1,787.69"
"IN04 0006 7890 1234 02/04/2024 Term Plan 153.23 1,634.46"
IN04 0006 7890 1234 04/04/2024 Cafe Coffee Day 812.68 821.78
IN04 0006 7890 1234 04/04/2024 Cash Deposit 223.43 598.35
IN04 0006 7890 1234 04/04/2024 Internet Bill 127.00 471.35
IN04 0006 7890 1234 06/04/2024 Hotstar 129.18 342.17
"IN04 0006 7890 1234 07/04/2024 GST Refund 2,589.57 2,931.74"
"IN04 0006 7890 1234 07/04/2024 Water Bill 1,824.15 1,107.59"
IN04 0006 7890 1234 08/04/2024 Stock Purchase 210.27 897.32
IN04 0006 7890 1234 08/04/2024 Gym Membership 214.34 682.98
IN04 0006 7890 1234 09/04/2024 Airport Cab 78.42 604.56
IN04 0006 7890 1234 09/04/2024 Postpaid Bill 140.06 464.50
IN04 0006 7890 1234 09/04/2024 Gas Bill 143.56 320.94
IN04 0006 7890 1234 10/04/2024 Amazon Purchase 165.29 155.65
IN04 0006 7890 1234 10/04/2024 Ola Ride 112.67 42.98
IN04 0006 7890 1234 10/04/2024 Cash Deposit 56.14 -13.16
IN04 0006 7890 1234 11/04/2024 Flipkart Order 82.32 -95.48
IN04 0006 7890 1234 12/04/2024 Refund - Amazon 356.54 261.06
IN04 0006 7890 1234 12/04/2024 Pharmacy Purchase 165.54 95.52
IN04 0006 7890 1234 12/04/2024 FD Opening 174.51 -78.99
IN04 0006 7890 1234 13/04/2024 Netflix Subscription 77.80 -156.79
IN04 0006 7890 1234 14/04/2024 Fuel - HPCL 131.14 -287.93
IN04 0006 7890 1234 15/04/2024 Uber Ride 96.02 -383.95
IN04 0006 7890 1234 16/04/2024 Meesho 173.17 -557.12
IN04 0006 7890 1234 18/04/2024 Zomato Order 50.46 -607.58
"IN04 0006 7890 1234 19/04/2024 NEFT Inward 34,606.75 33,999.17"
"IN04 0006 7890 1234 19/04/2024 Cash Deposit 4,207.67 29,791.50"
"IN04 0006 7890 1234 19/04/2024 Bus Pass 2,491.35 27,300.15"
"IN04 0006 7890 1234 20/04/2024 Hotstar 1,359.56 25,940.59"
"IN04 0006 7890 1234 20/04/2024 Life Insurance 12,123.14 13,817.45"
"IN04 0006 7890 1234 21/04/2024 Airport Cab 809.01 13,008.44"
"IN04 0006 7890 1234 21/04/2024 DTH Recharge 1,561.31 11,447.13"
"IN04 0006 7890 1234 21/04/2024 Mall Shopping 3,612.49 7,834.64"
"IN04 0006 7890 1234 22/04/2024 Zomato Order 2,067.61 5,767.03"
"IN04 0006 7890 1234 22/04/2024 Lab Test 366.35 5,400.68"
"IN04 0006 7890 1234 23/04/2024 Pharmacy Purchase 325.90 5,074.78"
"IN04 0006 7890 1234 24/04/2024 Bus Booking 1,982.45 3,092.33"
"IN04 0006 7890 1234 24/04/2024 Mobile Recharge 915.46 2,176.87"
"IN04 0006 7890 1234 25/04/2024 ATM Withdrawal 1,129.36 1,047.51"
IN04 0006 7890 1234 25/04/2024 IRCTC Ticket 231.10 816.41
IN04 0006 7890 1234 27/04/2024 Bus Pass 113.45 702.96
IN04 0006 7890 1234 29/04/2024 Mutual Fund SIP 152.28 550.68
IN04 0006 7890 1234 01/05/2024 Mall Shopping 153.90 396.78
IN04 0006 7890 1234 01/05/2024 Meesho 54.44 342.34
"IN04 0006 7890 1234 05/05/2024 Freelance Payment 53,775.27 54,117.61"
"IN04 0006 7890 1234 05/05/2024 Airport Cab 9,311.53 44,806.08"
"IN04 0006 7890 1234 05/05/2024 Life Insurance 810.93 43,995.15"
"IN04 0006 7890 1234 08/05/2024 Dividend Credit 69,522.09 113,517.24"
"IN04 0006 7890 1234 10/05/2024 Restaurant Bill 1,932.95 111,584.29"
"IN04 0006 7890 1234 10/05/2024 Mobile Recharge 701.04 110,883.25"
"IN04 0006 7890 1234 10/05/2024 Bus Booking 4,391.78 106,491.47"
"IN04 0006 7890 1234 11/05/2024 Meesho 14,741.51 91,749.96"
"IN04 0006 7890 1234 11/05/2024 BookMyShow 370.30 91,379.66"
"IN04 0006 7890 1234 11/05/2024 Flight Ticket - IndiGo 7,373.66 84,006.00"
"IN04 0006 7890 1234 14/05/2024 Bus Booking 17,171.04 66,834.96"
"IN04 0006 7890 1234 16/05/2024 Insurance Premium 1,610.87 65,224.09"
"IN04 0006 7890 1234 17/05/2024 Stock Purchase 14,488.50 50,735.59"
"IN04 0006 7890 1234 18/05/2024 Hotstar 1,016.95 49,718.64"
"IN04 0006 7890 1234 18/05/2024 Fuel - HPCL 432.66 49,285.98"
"IN04 0006 7890 1234 19/05/2024 Mutual Fund SIP 33,001.22 16,284.76"
"IN04 0006 7890 1234 19/05/2024 Myntra Order 863.35 15,421.41"
"IN04 0006 7890 1234 19/05/2024 Postpaid Bill 1,238.61 14,182.80"
"IN04 0006 7890 1234 20/05/2024 FD Opening 867.38 13,315.42"
"IN04 0006 7890 1234 21/05/2024 Life Insurance 8,139.24 5,176.18"
"IN04 0006 7890 1234 21/05/2024 Lab Test 364.46 4,811.72"
"IN04 0006 7890 1234 23/05/2024 GST Refund 3,542.23 8,353.95"
"IN04 0006 7890 1234 23/05/2024 UPI Received 11,335.40 19,689.35"
"IN04 0006 7890 1234 24/05/2024 Life Insurance 4,921.62 14,767.73"
"IN04 0006 7890 1234 25/05/2024 Myntra Order 10,928.68 3,839.05"
"IN04 0006 7890 1234 26/05/2024 Zomato Order 1,769.99 2,069.06"
"IN04 0006 7890 1234 27/05/2024 Amazon Purchase 119.87 1,949.19"
"IN04 0006 7890 1234 27/05/2024 Health Insurance 264.62 1,684.57"
"IN04 0006 7890 1234 27/05/2024 Amazon Purchase 210.08 1,474.49"
"IN04 0006 7890 1234 28/05/2024 Restaurant Bill 1,010.89 463.60"
IN04 0006 7890 1234 28/05/2024 Zomato Order 68.22 395.38
IN04 0006 7890 1234 28/05/2024 Bus Booking 87.75 307.63
"IN04 0006 7890 1234 29/05/2024 Refund - Amazon 4,554.77 4,862.40"
"IN04 0006 7890 1234 29/05/2024 Loan Repayment 425.54 4,436.86"
"IN04 0006 7890 1234 30/05/2024 EMI Debit 389.40 4,047.46"
"IN04 0006 7890 1234 31/05/2024 Term Plan 388.80 3,658.66"
"IN04 0006 7890 1234 31/05/2024 EMI Debit 298.06 3,360.60"
"IN04 0006 7890 1234 31/05/2024 Postpaid Bill 501.67 2,858.93"
"IN04 0006 7890 1234 01/06/2024 Bus Booking 299.06 2,559.87"
"IN04 0006 7890 1234 01/06/2024 Hospital Bill 226.79 2,333.08"
"IN04 0006 7890 1234 01/06/2024 Refund - Flipkart 702.77 3,035.85"
"IN04 0006 7890 1234 03/06/2024 Credit Card Payment 178.04 2,857.81"
"IN04 0006 7890 1234 03/06/2024 Bus Pass 922.68 1,935.13"
"IN04 0006 7890 1234 04/06/2024 Cafe Coffee Day 743.73 1,191.40"
IN04 0006 7890 1234 04/06/2024 Lab Test 223.52 967.88
IN04 0006 7890 1234 04/06/2024 UPI Payment 119.38 848.50
IN04 0006 7890 1234 05/06/2024 Life Insurance 55.71 792.79
IN04 0006 7890 1234 05/06/2024 Restaurant Bill 169.55 623.24
IN04 0006 7890 1234 06/06/2024 PPF Contribution 52.29 570.95
IN04 0006 7890 1234 06/06/2024 Myntra Order 143.32 427.63
IN04 0006 7890 1234 08/06/2024 Gas Bill 83.85 343.78
IN04 0006 7890 1234 08/06/2024 Term Plan 146.95 196.83
IN04 0006 7890 1234 08/06/2024 DTH Recharge 64.05 132.78
IN04 0006 7890 1234 10/06/2024 Cash Deposit 24.61 108.17
IN04 0006 7890 1234 11/06/2024 Grocery - BigBasket 18.47 89.70
"IN04 0006 7890 1234 12/06/2024 Salary Credit 50,043.41 50,133.11"
"IN04 0006 7890 1234 12/06/2024 Netflix Subscription 207.55 49,925.56"
"IN04 0006 7890 1234 13/06/2024 Meesho 1,346.26 48,579.30"
"IN04 0006 7890 1234 13/06/2024 Fuel - HPCL 1,732.58 46,846.72"
"IN04 0006 7890 1234 13/06/2024 Term Plan 1,535.20 45,311.52"
"IN04 0006 7890 1234 14/06/2024 Cashback Credit 758.24 46,069.76"
"IN04 0006 7890 1234 14/06/2024 Hotstar 1,203.22 44,866.54"
"IN04 0006 7890 1234 14/06/2024 Prime Video 1,356.25 43,510.29"
"IN04 0006 7890 1234 15/06/2024 FD Opening 31,284.86 12,225.43"
"IN04 0006 7890 1234 15/06/2024 Gas Bill 318.59 11,906.84"
"IN04 0006 7890 1234 16/06/2024 Refund - Amazon 575.85 12,482.69"
"IN04 0006 7890 1234 17/06/2024 Loan Repayment 782.50 11,700.19"
"IN04 0006 7890 1234 18/06/2024 Metro Card Recharge 2,500.64 9,199.55"
"IN04 0006 7890 1234 18/06/2024 Zomato Order 1,002.24 8,197.31"
"IN04 0006 7890 1234 21/06/2024 NEFT Inward 559.32 7,637.99"
"IN04 0006 7890 1234 24/06/2024 Cash Deposit 428.95 7,209.04"
"IN04 0006 7890 1234 24/06/2024 IMPS Transfer 36,460.57 43,669.61"
"IN04 0006 7890 1234 24/06/2024 Loan Repayment 7,695.83 35,973.78"
"IN04 0006 7890 1234 25/06/2024 Mobile Recharge 1,070.00 34,903.78"
"IN04 0006 7890 1234 25/06/2024 RD Installment 18,413.12 16,490.66"
"IN04 0006 7890 1234 26/06/2024 Dividend Credit 10,733.28 27,223.94"
"IN04 0006 7890 1234 26/06/2024 Prime Video 946.91 26,277.03"
"IN04 0006 7890 1234 27/06/2024 Loan Repayment 7,663.14 18,613.89"
"IN04 0006 7890 1234 27/06/2024 Life Insurance 13,922.90 4,690.99"
"IN04 0006 7890 1234 27/06/2024 Metro Card Recharge 2,038.61 2,652.38"
"IN04 0006 7890 1234 28/06/2024 IMPS Transfer 31,875.07 34,527.45"
"IN04 0006 7890 1234 01/07/2024 Bus Booking 1,845.81 32,681.64"
"IN04 0006 7890 1234 01/07/2024 ATM Withdrawal 18,047.51 14,634.13"
"IN04 0006 7890 1234 01/07/2024 GST Refund 126.79 14,760.92"
"IN04 0006 7890 1234 03/07/2024 Health Insurance 837.32 13,923.60"
"IN04 0006 7890 1234 03/07/2024 Flipkart Order 864.61 13,058.99"
"IN04 0006 7890 1234 03/07/2024 Zomato Order 2,475.64 10,583.35"
"IN04 0006 7890 1234 04/07/2024 Dividend Credit 73,896.73 84,480.08"
"IN04 0006 7890 1234 05/07/2024 Spotify Premium 662.65 83,817.43"
"IN04 0006 7890 1234 05/07/2024 Freelance Payment 58,398.76 142,216.19"
"IN04 0006 7890 1234 05/07/2024 Myntra Order 13,481.91 128,734.28"
"IN04 0006 7890 1234 06/07/2024 NEFT Inward 24,741.86 103,992.42"
"IN04 0006 7890 1234 06/07/2024 Swiggy Order 1,867.77 102,124.65"
"IN04 0006 7890 1234 07/07/2024 RD Installment 31,726.18 70,398.47"
"IN04 0006 7890 1234 07/07/2024 Broadband Bill 504.30 69,894.17"
"IN04 0006 7890 1234 08/07/2024 Mobile Recharge 1,126.55 68,767.62"
"IN04 0006 7890 1234 08/07/2024 Postpaid Bill 1,382.79 67,384.83"
"IN04 0006 7890 1234 08/07/2024 Refund - Amazon 803.67 68,188.50"
"IN04 0006 7890 1234 10/07/2024 Cash Deposit 7,897.80 60,290.70"
"IN04 0006 7890 1234 10/07/2024 Stock Purchase 25,679.03 34,611.67"
"IN04 0006 7890 1234 11/07/2024 EMI Debit 7,735.64 26,876.03"
"IN04 0006 7890 1234 11/07/2024 FD Opening 2,890.25 23,985.78"
"IN04 0006 7890 1234 12/07/2024 Lab Test 7,742.95 16,242.83"
"IN04 0006 7890 1234 12/07/2024 EMI Debit 830.11 15,412.72"
"IN04 0006 7890 1234 12/07/2024 Postpaid Bill 394.16 15,018.56"
"IN04 0006 7890 1234 13/07/2024 NEFT Inward 12,711.82 27,730.38"
"IN04 0006 7890 1234 13/07/2024 Electricity Bill 1,510.43 26,219.95"
"IN04 0006 7890 1234 14/07/2024 Stock Purchase 1,375.81 24,844.14"
"IN04 0006 7890 1234 14/07/2024 Cashback Credit 4,944.59 29,788.73"
"IN04 0006 7890 1234 14/07/2024 EMI Debit 1,626.06 28,162.67"
"IN04 0006 7890 1234 15/07/2024 Flipkart Order 8,372.02 19,790.65"
"IN04 0006 7890 1234 16/07/2024 Cafe Coffee Day 2,264.15 17,526.50"
"IN04 0006 7890 1234 17/07/2024 Restaurant Bill 2,094.66 15,431.84"
"IN04 0006 7890 1234 19/07/2024 Fuel - HPCL 2,828.33 12,603.51"
"IN04 0006 7890 1234 19/07/2024 UPI Received 798.07 11,805.44"
"IN04 0006 7890 1234 20/07/2024 Refund - Amazon 3,595.44 15,400.88"
"IN04 0006 7890 1234 20/07/2024 Refund - Amazon 2,249.81 17,650.69"
"IN04 0006 7890 1234 21/07/2024 FD Opening 4,799.76 12,850.93"
"IN04 0006 7890 1234 21/07/2024 Gas Bill 3,685.01 9,165.92"
"IN04 0006 7890 1234 21/07/2024 Myntra Order 609.71 8,556.21"
"IN04 0006 7890 1234 22/07/2024 Mobile Recharge 557.29 7,998.92"
"IN04 0006 7890 1234 23/07/2024 Gym Membership 507.39 7,491.53"
"IN04 0006 7890 1234 23/07/2024 EMI Debit 444.39 7,047.14"
"IN04 0006 7890 1234 25/07/2024 Meesho 4,899.40 2,147.74"
"IN04 0006 7890 1234 25/07/2024 Insurance Premium 236.57 1,911.17"
"IN04 0006 7890 1234 25/07/2024 Uber Ride 271.26 1,639.91"
"IN04 0006 7890 1234 26/07/2024 ATM Withdrawal 120.77 1,519.14"
"IN04 0006 7890 1234 27/07/2024 Broadband Bill 494.92 1,024.22"
IN04 0006 7890 1234 28/07/2024 ATM Withdrawal 224.07 800.15
IN04 0006 7890 1234 29/07/2024 Restaurant Bill 242.77 557.38
IN04 0006 7890 1234 30/07/2024 Mobile Recharge 153.38 404.00
"IN04 0006 7890 1234 31/07/2024 UPI Received 25,314.85 25,718.85"
"IN04 0006 7890 1234 31/07/2024 Prime Video 842.18 24,876.67"
"IN04 0006 7890 1234 01/08/2024 Cashback Credit 4,211.42 29,088.09"
"IN04 0006 7890 1234 02/08/2024 Cash Deposit 10,059.33 19,028.76"
"IN04 0006 7890 1234 02/08/2024 Cash Deposit 12,157.92 6,870.84"
"IN04 0006 7890 1234 03/08/2024 Pharmacy Purchase 4,456.72 2,414.12"
"IN04 0006 7890 1234 03/08/2024 Cashback Credit 2,126.99 4,541.11"
"IN04 0006 7890 1234 03/08/2024 FD Opening 317.78 4,223.33"
"IN04 0006 7890 1234 04/08/2024 FD Opening 287.21 3,936.12"
"IN04 0006 7890 1234 05/08/2024 Mobile Recharge 1,182.93 2,753.19"
"IN04 0006 7890 1234 05/08/2024 RD Installment 278.23 2,474.96"
"IN04 0006 7890 1234 05/08/2024 Grocery - BigBasket 728.38 1,746.58"
"IN04 0006 7890 1234 06/08/2024 GST Refund 350.98 2,097.56"
"IN04 0006 7890 1234 07/08/2024 Lab Test 268.59 1,828.97"
"IN04 0006 7890 1234 07/08/2024 Airport Cab 111.83 1,717.14"
"IN04 0006 7890 1234 08/08/2024 Mobile Recharge 575.12 1,142.02"
IN04 0006 7890 1234 08/08/2024 Insurance Premium 144.97 997.05
IN04 0006 7890 1234 08/08/2024 NEFT Outward 80.81 916.24
IN04 0006 7890 1234 09/08/2024 DTH Recharge 236.36 679.88
IN04 0006 7890 1234 09/08/2024 Restaurant Bill 298.41 381.47
"IN04 0006 7890 1234 10/08/2024 Cashback Credit 3,845.87 4,227.34"
"IN04 0006 7890 1234 10/08/2024 Salary Credit 54,119.87 58,347.21"
"IN04 0006 7890 1234 11/08/2024 Hotstar 377.01 57,970.20"
"IN04 0006 7890 1234 12/08/2024 Term Plan 12,965.98 45,004.22"
"IN04 0006 7890 1234 13/08/2024 Hospital Bill 18,222.01 26,782.21"
"IN04 0006 7890 1234 14/08/2024 Hotel Booking 16,722.65 10,059.56"
"IN04 0006 7890 1234 14/08/2024 Ola Ride 156.42 9,903.14"
"IN04 0006 7890 1234 17/08/2024 Loan Repayment 2,226.27 7,676.87"
"IN04 0006 7890 1234 17/08/2024 Lab Test 582.46 7,094.41"
"IN04 0006 7890 1234 17/08/2024 ATM Withdrawal 1,158.67 5,935.74"
"IN04 0006 7890 1234 19/08/2024 Cash Deposit 3,058.27 2,877.47"
"IN04 0006 7890 1234 19/08/2024 Broadband Bill 1,306.64 1,570.83"
"IN04 0006 7890 1234 19/08/2024 Amazon Purchase 222.20 1,348.63"
"IN04 0006 7890 1234 20/08/2024 Swiggy Order 180.35 1,168.28"
"IN04 0006 7890 1234 20/08/2024 Refund - Flipkart 523.01 1,691.29"
"IN04 0006 7890 1234 20/08/2024 UPI Received 153.88 1,537.41"
"IN04 0006 7890 1234 21/08/2024 Bus Booking 144.28 1,393.13"
"IN04 0006 7890 1234 21/08/2024 Stock Purchase 263.82 1,129.31"
"IN04 0006 7890 1234 22/08/2024 IRCTC Ticket 108.69 1,020.62"
IN04 0006 7890 1234 22/08/2024 Bus Booking 115.07 905.55
IN04 0006 7890 1234 22/08/2024 Postpaid Bill 127.94 777.61
IN04 0006 7890 1234 23/08/2024 Broadband Bill 193.79 583.82
IN04 0006 7890 1234 23/08/2024 Mobile Recharge 148.99 434.83
IN04 0006 7890 1234 23/08/2024 Restaurant Bill 116.69 318.14
"IN04 0006 7890 1234 24/08/2024 UPI Payment 25,784.18 26,102.32"
"IN04 0006 7890 1234 24/08/2024 Credit Card Payment 1,333.24 24,769.08"
"IN04 0006 7890 1234 24/08/2024 Water Bill 4,337.66 20,431.42"
"IN04 0006 7890 1234 25/08/2024 NEFT Outward 3,538.77 16,892.65"
"IN04 0006 7890 1234 25/08/2024 Term Plan 8,089.38 8,803.27"
"IN04 0006 7890 1234 25/08/2024 Life Insurance 1,354.53 7,448.74"
"IN04 0006 7890 1234 26/08/2024 Gym Membership 446.63 7,002.11"
"IN04 0006 7890 1234 26/08/2024 Electricity Bill 1,675.07 5,327.04"
"IN04 0006 7890 1234 26/08/2024 NEFT Inward 16,380.06 21,707.10"
"IN04 0006 7890 1234 27/08/2024 Credit Card Payment 1,199.02 20,508.08"
"IN04 0006 7890 1234 28/08/2024 ATM Withdrawal 6,775.84 13,732.24"
"IN04 0006 7890 1234 28/08/2024 Broadband Bill 819.72 12,912.52"
"IN04 0006 7890 1234 31/08/2024 Mobile Recharge 625.34 12,287.18"
"IN04 0006 7890 1234 31/08/2024 EMI Debit 5,700.70 6,586.48"
"IN04 0006 7890 1234 31/08/2024 Mobile Recharge 331.84 6,254.64"
"IN04 0006 7890 1234 01/09/2024 Insurance Premium 1,066.40 5,188.24"
"IN04 0006 7890 1234 01/09/2024 Airport Cab 422.01 4,766.23"
"IN04 0006 7890 1234 01/09/2024 Stock Purchase 352.26 4,413.97"
"IN04 0006 7890 1234 02/09/2024 Grocery - BigBasket 364.55 4,049.42"
"IN04 0006 7890 1234 02/09/2024 Lab Test 329.34 3,720.08"
"IN04 0006 7890 1234 02/09/2024 Hotstar 1,009.96 2,710.12"
"IN04 0006 7890 1234 03/09/2024 Health Insurance 298.04 2,412.08"
"IN04 0006 7890 1234 04/09/2024 Dividend Credit 23,842.95 26,255.03"
